Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2021-12-07,Smart Joules,2014,Delhi,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm",49000000.0,Seed,2021,Energy
2021-12-07,Bolkar,2018,Bangalore,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai","GSF, Pras Hanuma",169032154.0,Seed,2021,Technology
2021-12-07,Enercomp,2013,Ahmedabad,SURESH SHAHDADPURI,ah! Ventures,200000.0,Seed,2021,Technology
2021-12-08,Inficold,2015,Delhi,"Himanshu Pokharna, Nitin Goel",Shell Foundation,900000.0,Pre-series A,2021,Energy
2021-12-08,SplashLearn,2018,Gurugram,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",18000000.0,Series C,2021,Education
2021-12-08,Nestroots,2016,Gurugram,Chhavi Singh,We Founder Circle,100000.0,Seed,2021,Lifestyle
2021-12-08,FanAnywhere,2021,Bangalore,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital",169032154.0,Seed,2021,Finance
2021-12-08,Goodmeetings,2020,Bangalore,Srinivasan Narayan,Chiratae Ventures,1700000.0,Series A,2021,Other
2021-12-09,Avishkaar,2014,Delhi,"Rajeev Gaba, Tarun Bhalla",Auxano,600000.0,Pre-series A,2021,Education
2021-12-09,Defy,2021,Bangalore,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0,Seed,2021,Finance
2021-12-09,Digit Insurance,2016,Bangalore,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000.0,Seed,2021,Other
2021-12-09,Zouk,2016,Mumbai,Disha Singh,Titan Capital,169032154.0,Seed,2021,Lifestyle
2021-12-10,Advantage Club,2014,Gurugram,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000.0,Pre-series A,2021,Technology
2021-12-10,Ola Electric,2017,Bangalore,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Seed,2021,Automotive
2021-12-12,Onato,2021,Bangalore,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",2200000.0,Seed,2021,Technology
2021-12-13,Exotel,2011,Bangalore,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000.0,Series C,2021,Technology
2021-12-13,Betterhalf.ai,2016,Bangalore,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",3000000.0,Pre-series A,2021,Lifestyle
2021-12-13,Keeros,2017,Lucknow,"Sachin Sahni, Simran Sahni",Venture Catalysts,169032154.0,Pre-series A,2021,Consumables
2021-12-13,MentorKart,2018,Delhi,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",150000.0,Seed,2021,Consumer Services
2021-12-13,MergerDomo,2018,Delhi,Hormazd Charna,Nadir B Godrej,500000.0,Seed,2021,Finance
2021-12-13,Shiprocket,2012,Delhi,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",41000000.0,Series D1,2021,Logistics
2021-12-14,Onsurity,2020,Bangalore,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000.0,Series A,2021,Automotive
2021-12-14,Zetwerk,2018,Bangalore,"Srinath Ramakkrushnan, Amrit Acharya",Inflection Point Ventures,150000000.0,Series E,2021,Automotive
2021-12-15,Cogos Technologies,2016,Bangalore,Prasad Sreeram,Transworld Group,2000000.0,Pre-series A,2021,Logistics
2021-12-15,Safexpay,2017,Thane,Ravi Gupta,"T Choithrams BVI, Ardor",6000000.0,Seed,2021,FinTech
2021-12-16,Sapio Analytics,2019,Mumbai,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,150000.0,Seed,2021,Other
2021-12-17,Avanti Finance,2016,Bangalore,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,26000000.0,Series A,2021,FinTech
2021-12-17,Pickright Technologies,2019,Bangalore,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",200000.0,Seed,2021,FinTech
2021-12-18,Playto Labs,2021,Bangalore,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed,2021,Other
2021-12-18,GramCover,2016,Noida,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,2021,Finance
2021-12-18,TyrePlex,2020,Delhi,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,169032154.0,Seed,2021,E-Commerce
2021-12-18,Koo,2020,Bangalore,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",30000000.0,Series B,2021,Media/Entertainment
2021-12-19,BankSathi,2020,Delhi,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",500000.0,Seed,2021,Finance
2021-12-19,Plutomen,2016,Ahmadabad,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",300000.0,Seed,2021,Technology
2021-12-19,SatSure,2017,Bangalore,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,169032154.0,Seed,2021,Other
2021-12-19,Bewakoof,2011,Mumbai,Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust",4000000.0,Seed,2021,Lifestyle
2021-12-20,DeHaat,2012,Patna,"Shashank Kumar, Manish Kumar","Prosus Ventures, RTP Global",30000000.0,Series C,2021,Technology
2021-12-20,Genworks Health,2015,Bangalore,S Ganeshprasad,Blacksoil,2000000.0,Seed,2021,Automotive
2021-12-21,E42,2012,Pune,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,5400000.0,Series A,2021,Technology
2021-12-21,Park+,2019,Delhi,Amit Lakhotia,"Sequoia Capital, Matrix Partners",25000000.0,Series B,2021,Technology
2021-12-22,ByteLearn,2021,Noida,"Ashneer Grover, Shashvat Nakrani","Aditya Singhal, Nishant Sinha",9500000.0,Seed,2021,Other
2021-12-22,Oliveboard,2012,Bangalore,"Abhishek Patil, V Satish Kumar",IAN Fund,3000000.0,Seed,2021,Education
2021-12-22,Darwinbox,2015,Hyderabad,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni","Sequoia Capital India, 3one4 Capital",15000000.0,Seed,2021,Technology
2021-12-22,Studio Sirah,2020,Bangalore,"Abhaas Shah, Prateek Shah",Lumikai,800000.0,Seed,2021,Gaming
2021-12-22,Anvidha Technologies,2020,Haryana,Ganesh ranganathan iyer,Inflection Point Ventures,1500000.0,Seed,2021,Technology
2021-12-23,Xpand,2021,Delhi,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-series A,2021,Consumer Services
2021-12-23,ixamBee,2016,Delhi,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",300000.0,Seed,2021,Education
2021-12-23,Spardha,2016,Pune,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,400000.0,Pre-series A1,2021,Education
2021-12-23,BYJU'S,2011,Bangalore,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",350000000.0,Seed,2021,Education
2021-12-23,Automovill,2015,Bangalore,"Mridu Mahendra Das, Chinmay Baruah",Mumbai Angels Network,500000.0,Seed,2021,Automotive
2021-12-24,TranZact,2017,Mumbai,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",7000000.0,Series A,2021,Technology
2021-12-24,Kyt,2020,Bangalore,"Bhavik Rathod, Tripti Ahuja",Alpha Wave Incubation,5000000.0,Series A,2021,Education
2021-12-24,Faarms,2020,Bangalore,"Taranbir Singh, Alok Duggal",Inflection Point Ventures,2000000.0,Seed,2021,Technology
2021-12-24,TartanSense,2015,Bangalore,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000.0,Series A,2021,Technology
2021-12-25,Hesa,2020,Hyderabad,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",2000000.0,Seed,2021,Technology
2021-12-25,Endimension,2018,Mumbai,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,300000.0,Seed,2021,Automotive
2021-12-25,TrulyMadly,2013,Delhi,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",2000000.0,Pre-series A,2021,Lifestyle
2021-12-25,Agri10x,2018,Pune,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,169032154.0,Seed,2021,Technology
2021-12-26,GalaxEye,2020,Chennai,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,169032154.0,Pre-seed,2021,Technology
2021-12-28,Finsall,2019,Bangalore,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,Seed,2021,Other
2021-12-28,CityMall,2019,Gurugram,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",11000000.0,Series A,2021,E-Commerce
2021-12-28,Bikayi,2019,Hyderabad,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,10000000.0,Series A,2021,E-Commerce
2021-12-28,Bimaplan,2020,Mumbai,Vikul Goyal,"Titan Capital, Y Combinator",500000.0,Seed,2021,FinTech
2021-12-28,Cloudphysician,2017,Bangalore,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,4000000.0,Pre-series A,2021,Automotive
2021-12-28,Legalwiz.in,2015,Ahmedabad,"Shrijay Sheth, Gaurav Barot",ContCentric,500000.0,Seed,2021,Other
2021-12-29,Yojak,2019,Gurugram,Anuj Jain,Info Edge Ventures,3800000.0,Seed,2021,E-Commerce
2021-12-29,Practically,2018,Telangana,Subbarao Siddabattula,Siana Capital,4000000.0,Pre-series B,2021,Education
2021-12-29,Phool.co,2017,Kanpur,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",169032154.0,Seed,2021,Energy
2021-12-30,Log 9 Materials,2014,Bangalore,Akshay Singhal,Petronas Ventures,2000000.0,Seed,2021,Technology
2021-12-30,Lido Learning,2019,Mumbai,Sahil Sheth,Unilazer Ventures,10000000.0,Seed,2021,Other
2021-12-31,KreditBee,2018,Bangalore,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",75000000.0,Seed,2021,FinTech
2021-12-31,Even,2020,Bangalore,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,Seed,2021,Automotive
2021-12-31,Urban Company,2014,Delhi,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",250000000.0,Series F,2021,Other
