Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-09-05,DrinkPrime,2016,Bangalore,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",3000000.0,Seed Round,2020,E-Commerce
2020-09-05,FrontRow,2016,Bangalore,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020,Education
2020-09-05,Callido Learning,2016,Mumbai,Sriram Subramanian,Education Catalyst Fund,3000000.0,Series A,2020,Education
2020-09-05,BankBazaar,2008,Chennai,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon",9000000.0,Series A,2020,Finance
2020-09-06,Indusface,2004,Bangalore,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,5000000.0,Series A,2020,Technology
2020-09-06,Genrobotics,2015,Kerala,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,300000.0,Series A,2020,Technology
2020-09-06,Ketos,2015,San Francisco,Meena Sankaran,"Citi Ventures, Illuminated Funds Group",18000000.0,Series A,2020,Technology
2020-09-06,Turtlemint,2015,Mumbai,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",30000000.0,Series A,2020,Healthcare
2020-09-07,LIVSPACE,2014,Bangalore,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",4000000.0,Debt,2020,Other
2020-09-07,TechnifyBiz,2017,Bangalore,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,2020,E-Commerce
2020-09-08,Rebel Foods,2011,Mumbai,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,26500000.0,Series E2,2020,Consumables
2020-09-08,Oga,2016,Bangalore,Ashish Rawat,Inflection Point Ventures,330000.0,Series A,2020,Wellness/Beauty
2020-09-09,Credgenics,2018,Delhi,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech
2020-09-09,Setu,2016,Bangalore,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Series A,2020,FinTech
2020-09-09,Digit Insurance,2016,Bangalore,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Series A,2020,FinTech
2020-09-10,Homelane,2014,Bangalore,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,2020,Real Estate
2020-09-10,Habitat,2016,Bangalore,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",600000.0,Seed,2020,Education
2020-09-11,Kisan Network,2015,Gurugram,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round,2020,Technology
2020-09-12,Precily,2017,California,Bharath Rao,"Windrose Capital, Anil Advani",3000000.0,Seed,2020,Technology
2020-09-12,NIRA,2018,Bangalore,"Rohit Sen, Nupur Gupta",Angel investors,2100000.0,Pre-series A,2020,FinTech
2020-09-12,Wagonfly,2018,Bangalore,Raghavendra Prasad,Investment Trust of India,500000.0,Series A,2020,E-Commerce
2020-09-12,MoooFarm,2019,Gurugram,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Pre-seed,2020,Technology
2020-09-12,Public,2019,Delhi,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000.0,Series A,2020,Media/Entertainment
2020-09-12,Varthana,2016,Bangalore,Steve Hardgrave,ChrysCapital,15000000.0,Series D,2020,FinTech
2020-09-13,QTalk,2016,Bangalore,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,2020,Technology
2020-09-13,Shadez,2018,Mumbai,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed Round,2020,Other
2020-09-13,Porter,2014,Mumbai,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D,2020,Logistics
2020-09-13,RACEnergy,2018,Bangalore,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",3000000.0,Seed Round,2020,Technology
2020-09-13,Zimyo,2018,Gurugram,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020,Technology
2020-09-14,Instasolv,2019,Noida,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,2000000.0,Pre-series A,2020,Education
2020-09-14,PetPooja,2011,Ahmedabad,Apurv Patel,Udaan,2000000.0,Series A,2020,Technology
2020-09-15,Hudle,2016,Delhi,Suhail Narain,Survam Partners,3000000.0,Pre-series A,2020,Gaming
2020-09-15,Teachmint,2020,Bangalore,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,3500000.0,Seed,2020,Education
2020-09-16,SucSEED,2016,Hyderabad,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",1300000.0,Series A,2020,Finance
2020-09-16,Nupay,2016,Haryana,"Neeraj Singh, Alok Arora",Venture Catalysts,3000000.0,Series A,2020,Other
2020-09-17,Mera Cashier,2019,Noida,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Series A,2020,FinTech
2020-09-17,Industry Buying,2013,Delhi,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",15000000.0,Series A,2020,E-Commerce
2020-09-17,Hoi Foods,2017,Delhi,Indrajeet Roy,Crowd Fund,2000000.0,Pre-series A,2020,Consumables
2020-09-18,Axio Biosolutions,2016,Bangalore,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020,Technology
2020-09-18,Rebel Foods,2016,Bangalore,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,Series A,2020,Consumables
2020-09-19,Rare Planet,2015,Kolkata,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,400000.0,Pre-series A,2020,Consumer Services
2020-09-19,Locale ai,2019,Bangalore,"Rishabh Jain, Aditi Sinha",Better Capital,3000000.0,Series A,2020,Other
2020-09-20,Wellcure,2016,Gurugram,"Sumeet Kapur, Ankur Bhatia, Aanchal Kapur",Inflection Point Ventures,200000.0,Series A,2020,Healthcare
2020-09-20,Go Desi,2018,Delhi,Vinay Kothari,Rukam Capital,627300.0,Seed Round,2020,Consumables
2020-09-21,JetSynthesys,2012,Mumbai,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000.0,Series A,2020,Technology
2020-09-21,Shiprocket,2017,Delhi,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",7500000.0,Series C,2020,E-Commerce
2020-09-22,Rentomojo,2014,Bangalore,Geetansh Bamania,GMO Payment Gateway,2000000.0,Series A,2020,Logistics
2020-09-22,Qapita,2019,Singapore,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings",1080000.0,Seed,2020,FinTech
2020-09-23,Unacademy,2015,Bangalore,"Gaurav Munjal, ‎Roman Saini‎","Nexus Venture Partners, Sequoia Capital",150000000.0,Series A,2020,Education
2020-09-23,LEAD School,2012,Mumbai,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020,Technology
2020-09-23,Arya,2016,Noida,Prasanna Rao,LGT Lightstone Aspada,6000000.0,Series B,2020,Technology
2020-09-23,Voosh,2020,Bangalore,Priyam Saraswat,Better Capital,3000000.0,Pre-seed,2020,Consumables
2020-09-23,Grinntech,2013,Chennai,"Nikhilesh Mishra, Puneet Jain","V Sumantran, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy
2020-09-24,RaRa Delivery,2016,Bangalore,Karan Bhardwaj,"Der Shing Lim, 500 startups",800000.0,Seed Round,2020,Logistics
2020-09-25,Crysta,2018,Delhi,Byju Raveendran,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-series A,2020,Healthcare
2020-09-25,Nova Credit,2016,Bangalore,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,2020,FinTech
2020-09-26,StayQrious,2020,Bangalore,"Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000.0,Seed,2020,Education
2020-09-26,Betterplace,2015,Bangalore,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,10000000.0,Series B,2020,Technology
2020-09-26,Tribe Theory,2016,Bangalore,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,Series A,2020,Real Estate
2020-09-29,Rebel Foods,2011,Pune,"Jaydeep Barman, Kallol Banerjee",Coatue Management,50000000.0,Series A,2020,Consumables
2020-09-29,Ethereum Push Notification Service,2020,Mumbai,"Harsh Rajat, Richa Joshi",Prolific angel investors,750000.0,Seed,2020,Technology
2020-09-30,PayMart,2015,Chandigarh,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Series A,2020,FinTech
2020-09-30,Flinto,2013,Chennai,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures,7200000.0,Pre series B,2020,Education
2020-09-30,EzeRx,2018,Kolkata,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty",200000.0,Seed,2020,Technology
2020-10-01,GogoBus,2016,Delhi,Amit Gupta,Ixigo,3000000.0,Series A,2020,Logistics
2020-10-01,VerSe Innovation,2007,Bangalore,Virendra Gupta,Google,100000000.0,Series A,2020,Technology
2020-10-02,Bijnis,2015,Bangalore,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,2020,E-Commerce
2020-10-02,SirionLabs,2012,Gurugram,Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Series C,2020,Technology
2020-10-03,Craftsvilla,2016,Mumbai,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,Series A,2020,Marketing
2020-10-03,GetVantage,2019,Mumbai,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",5000000.0,Seed,2020,FinTech
2020-10-03,Instoried,2018,Bangalore,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",1000000.0,Pre-series A,2020,Technology
2020-10-04,CredR,2014,Mumbai,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius",2000000.0,Series A,2020,E-Commerce
2020-10-04,Peel-Works,2010,Mumbai,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",3000000.0,Series A,2020,E-Commerce
2020-10-05,Vedantu,2016,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,6800000.0,Series C,2020,Education
2020-10-05,NewsReach,2018,Gujarat,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",1500000.0,Seed,2020,Media/Entertainment
2020-10-06,Teachmint,2016,Bangalore,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Better Capital,3000000.0,Series A,2020,Education
2020-10-06,Oga Fit's,2017,Bangalore,Ashish Rawat,9Unicorns,3000000.0,Pre-series A,2020,Wellness/Beauty
2020-10-06,CureSkin,2017,Bangalore,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Series A,2020,Healthcare
2020-10-07,Capital Quotient,2016,Bangalore,Sousthav Chakrabarty,Undisclosed,600000.0,Series A,2020,FinTech
2020-10-07,Credr,2014,Mumbai,Mittal,Stride Ventures,3000000.0,Series A,2020,Automotive
2020-10-08,ShopUp,2017,Bangaldesh,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital",22000000.0,Series A,2020,E-Commerce
2020-10-08,Fleetx,2017,Gurugram,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",3000000.0,Pre-series B,2020,Technology
2020-10-08,goStops,2012,Delhi,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,3000000.0,Series A,2020,Real Estate
2020-10-08,Paper Boat,2013,Bangalore,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Series A,2020,Consumables
2020-10-08,Fintso,2020,Bangalore,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,Series A,2020,FinTech
2020-10-09,Credgenics,2018,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",3300000.0,Seed,2020,FinTech
2020-10-09,Servify,2016,Mumbai,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",11370000.0,Series C,2020,Technology
2020-10-09,Innoviti,2002,Bangalore,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",3000000.0,Series C,2020,Technology
2020-10-09,Crofarm,2016,Delhi,"Prashant Jain, Varun Khurana",Smile group,1000000.0,Series A,2020,Technology
2020-10-10,Tracxn,2013,Bangalore,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020,Other
2020-10-10,TeaMonk,2016,Bangalore,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures",900000.0,Pre-series A,2020,Consumables
2020-10-11,Mobile Premier League,2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",74000000.0,Series A,2020,Media/Entertainment
2020-10-11,Byju's,2011,Bangalore,Byju Raveendran,BOND,3000000.0,Series A,2020,Education
2020-10-11,WayCool,2015,Chennai,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5060000.0,Series C,2020,Technology
2020-10-12,Embibe,2016,Mumbai,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,Series A,2020,Education
2020-10-12,Vistaar Finance,2010,Bangalore,"Brahmanad, Ramakrishna Nishtala",FMO,30000000.0,Series A,2020,Finance
2020-10-12,Toch,2016,Mumbai,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0,Pre-series A,2020,Technology
2020-10-12,Indian School Finance Company,2016,Hyderabad,Byju Raveendran,Gray Matters Capital,5271000.0,Seed Round,2020,FinTech
2020-10-13,Fleetx,2016,Bangalore,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,2020,Technology
2020-10-14,JusPay,2016,Bangalore,Vimal Kumar,Vostok Emerging Finance,21600000.0,Series B,2020,FinTech
2020-10-14,Coralogix,2013,San Francisco,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners",25000000.0,Series B,2020,Technology
2020-10-14,FarmERP,2001,Pune,"Santosh Shinde, Sanjay Borkar",TechnoGen,3000000.0,Series A,2020,Technology
2020-10-15,ReNEWate,2018,Pune,Supratik Ghatak,Real Estate Accelerator Program,3000000.0,Pre-seed,2020,Real Estate
2020-10-15,Medicus,2016,Mumbai,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Series A,2020,Healthcare
2020-10-16,Sleepy Owl,2016,Delhi,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,3000000.0,Series A,2020,Consumables
2020-10-16,Origo,2010,Gurugram,"Sunoor Kaul,",Northern Arc Capital,4000000.0,Debt,2020,Technology
2020-10-17,Winzo,2018,Delhi,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",2000000.0,Series A,2020,Gaming
2020-10-17,OneCode,2016,Gurugram,"Manish Shara, Yash Desai",WaterBridge Ventures,3000000.0,Seed Round,2020,E-Commerce
2020-10-17,Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",25000000.0,Series C,2020,Consumables
2020-10-17,DebugsBunny,2020,Pune,Sumit Sanjay Singare,India Angel Fund,100000.0,Series A,2020,Education
2020-10-18,The Money Club,2016,Delhi,"Manuraj Jain, Surajit Raj",Venture Catalysts,3000000.0,Series A,2020,Technology
2020-10-18,Aye Finance,2014,Gurugram,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,Series A,2020,FinTech
2020-10-19,Artivatic.ai,2017,Bangalore,Layak Singh,"SenseAI Ventures, Saurabh Chugh",3000000.0,Series A,2020,Technology
2020-10-19,Leverage Edu,2016,Delhi,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,Series A,2020,Education
2020-10-19,Credable,2017,Mumbai,Nirav Choksi,Oaks Asset Management,4500000.0,Series A,2020,FinTech
2020-10-19,Wealth Bucket,2018,Bangalore,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,Series A,2020,FinTech
2020-10-19,Awign,2016,Bangalore,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",3000000.0,Pre-series B,2020,Other
2020-10-20,SignalX,2018,Hyderabad,Govind Balachandran,Venture Catalysts,750000.0,Series A,2020,Technology
2020-10-21,Flinto,2013,Chennai,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,2020,Education
2020-10-21,PlayerzPot,2015,Mumbai,"Yogesh, Mitesh Gangar",Venture Catalysts,3000000.0,Series A,2020,Gaming
2020-10-21,Fox Capital,2019,Jaipur,Rakesh Sharma,Institutional Investors,2500000.0,Series A,2020,FinTech
2020-10-21,Plum,2019,Bangalore,"Abhishek Poddar, Saurabh Arora",Incubate Fund,927000.0,Seed Round,2020,Healthcare
2020-10-21,Walrus,2019,Bangalore,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,3000000.0,Pre-Seed,2020,FinTech
2020-10-22,Awign Enterprises,2016,Bangalore,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",500000.0,Series A,2020,Other
2020-10-23,Disprz,2015,Chennai,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",1600000.0,Pre-series B,2020,Education
2020-10-23,Blackbuck,2015,Bangalore,Rajesh Yabaji,Trifecta Venture,3000000.0,Series A,2020,Logistics
2020-10-23,PurohitJi,2016,Bangalore,Nakerikanti Harish,Bhadresh,3000000.0,Series A,2020,Other
2020-10-23,Umeed Housing,2016,Haryana,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020,FinTech
2020-10-24,Myglamm,2015,Mumbai,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",4327000.0,Series A,2020,Wellness/Beauty
2020-10-25,Magicpin,2015,Gurugram,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,Series A,2020,E-Commerce
2020-10-25,Brick&Bolt,2018,Bangalore,"Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka",2200000.0,Series A,2020,Real Estate
2020-10-25,Melorra,2015,Bangalore,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,2020,Other
2020-10-25,91springboard,2012,Delhi,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,Series A,2020,Other
2020-10-26,Specsmakers,2011,Chennai,Pratik Shah,Eight Roads Ventures,3000000.0,Series A,2020,Lifestyle
2020-10-26,Kyt,2020,Singapore,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,2500000.0,Series A,2020,Education
2020-10-27,Credit Mantri,2012,Chennai,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",792000.0,Series A,2020,FinTech
2020-10-27,Winuall,2018,Bangalore,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",3000000.0,Series A,2020,Education
2020-10-28,Samunnati,2014,Chennai,Anil Kumar,"responsAbility, Accel",20000000.0,Debt,2020,Agriculture
2020-10-29,CamCom,2017,Bangalore,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",3000000.0,Series A,2020,Technology
2020-10-29,DeepSync,2018,Chandigarh,"Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Series A,2020,Technology
2020-10-30,Kuku FM,2016,Mumbai,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020,Media/Entertainment
2020-10-30,CoinDCX,2016,Bangalore,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",3000000.0,Series A,2020,FinTech
2020-10-30,MedGenome,2013,Bangalore,Sam Santhosh,LeapFrog Investments,55000000.0,Series D,2020,Healthcare
2020-10-30,Nykaa,2012,Mumbai,Falguni Nayar,"Alia Bhatt, Katrina Kaif",3000000.0,Series A,2020,Wellness/Beauty
2020-10-31,Genius Corner,2014,Noida,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Series A,2020,Education
2020-10-31,The Health company,2018,Gurugram,"Devansh Jain Nawal, Ackshay Jain","VCATS, First Cheque, 9Unicorns, Marquee investors",350000.0,Series A,2020,Technology
2020-11-01,FarEye,2016,Delhi,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Series D,2020,Logistics
2020-11-01,Unacademy,2015,Bangalore,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",3000000.0,Series A,2020,Education
2020-11-02,Lal10,2016,Uttar Pradesh,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Series A,2020,E-Commerce
2020-11-02,Ayana,2017,Bangalore,Shivanand N,"NIIF Ltd, CDC Group",390000000.0,Series A,2020,Energy
2020-11-02,Yellow Classes,2020,Gurugram,"Arpit Mittal, Anshul Gupta",India Quotient,1300000.0,Pre-series A,2020,Education
2020-11-02,Jade Forest,2016,Delhi,"Punweet Singh, Shuchir Suri",Venture Catalysts,250000.0,Seed,2020,Consumables
2020-11-03,Fitphilia,2016,Mumbai,Nirav Patil,Angel investors,3000000.0,Series A,2020,Healthcare
2020-11-03,Ultraviolette Automotive,2015,Bangalore,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,410000.0,Series B,2020,Technology
2020-11-04,Vakilsearch,2010,Chennai,Hrishikesh Datar,Sujeet Kumar,3000000.0,Series A,2020,Other
2020-11-04,Newsreach,2018,Gujarat,"Darshan Shah, Soniya Kundnani",Mumbai Angels,3000000.0,Series A,2020,Media/Entertainment
2020-11-06,Uable,2016,Bangalore,Saurabh Saxena,3one4 Capital,3000000.0,Seed Round,2020,Education
2020-11-06,Signzy,2015,Bangalore,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",3000000.0,Series A,2020,Technology
2020-11-07,Ensuredit,2019,Gurugram,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,300000.0,Pre-series A,2020,FinTech
2020-11-08,Clientjoy,2013,Gujarat,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",800000.0,Pre-series A,2020,Technology
2020-11-09,Whatfix,2014,Bangalore,"Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020,Technology
2020-11-09,IncubateHub,2016,Bengaluru,Rajiv Mukherjee,Venture Catalysts,3000000.0,Series A,2020,Technology
2020-11-10,Sarva,2016,Mumbai,Sarvesh Shashi,"Shikhar Dhawan, Mantra Capital",3000000.0,Series A,2020,Automotive
2020-11-10,Cover it Up,2013,Chennai,Ronak Sarda,Angel investors,400000.0,Seed,2020,E-Commerce
2020-11-11,Qure ai,2016,Mumbai,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Series A,2020,Healthcare
2020-11-11,Karfa,2016,Delhi,Kartikeya Goel,Undisclosed,25000.0,Seed Round,2020,E-Commerce
2020-11-11,Zupee,2018,Bangalore,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Series A,2020,Gaming
2020-11-11,Lido Learning,2019,Mumbai,Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Series B,2020,Education
2020-11-11,Leena AI,2015,New York,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Series A,2020,Technology
2020-11-11,Smallcase,2015,Bangalore,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",13400000.0,Series B,2020,FinTech
2020-11-11,Wellness Forever,2008,Mumbai,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Series A,2020,Healthcare
2020-11-12,InCred,2016,Mumbai,Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,2020,Finance
2020-11-13,HempStreet,2019,Bangalore,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre-series A,2020,Healthcare
2020-11-13,Nirmata,2013,San Franciscao,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",3000000.0,Series A,2020,Technology
2020-11-13,Doubtnut,2017,Gurugram,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020,Education
2020-11-13,Crimson Healthcare,2015,Delhi,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,229800.0,Series A,2020,Technology
2020-11-13,Toddle,2016,Bengaluru,"Deepanshu Arora, Parita Parekh",Matrix Partners India,3000000.0,Series A,2020,Technology
2020-11-13,Entri,2017,Kochi,Mohammed Hisamuddin,Good Capital,1700000.0,Pre-series A,2020,Education
2020-11-13,uFony Services Pvt ltd,2016,Pune,Ashish C,Chennai Angels,3000000.0,Series A,2020,Education
2020-11-13,Forbidden Foods,2016,Delhi,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Seed Round,2020,Consumables
2020-11-14,Agnikul,2016,Chennai,Srinath Ravichandran,pi Ventures,3148000.0,Pre-series A,2020,Technology
2020-11-14,VestSpace,2018,Pune,Arun Kumar Sureban,Next Capital,10000000.0,Series A,2020,Technology
2020-11-14,Vieroots,2018,Kochi,Sanjeev Nair,Suniel Shetty,3000000.0,Series A,2020,Healthcare
2020-11-15,Yap,2016,Chennai,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4500000.0,Series A,2020,FinTech
2020-11-15,Gig India,2017,Pune,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",1000000.0,Pre-series A,2020,Other
2020-11-15,qZense,2019,Bangalore,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",600000.0,Seed,2020,Technology
2020-11-16,Sreyas Holistic Remedies,2008,Hyderabad,Dr Prashant Soma,Blacksoil,1000000.0,Series A,2020,Technology
