Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-03-07,Furlenco,2011,Bangalore,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020,E-Commerce
2020-03-08,HappyLocate,2016,Bangalore,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,500000.0,Pre-series A,2020,Technology
2020-03-08,Eden Smart Homes,2018,Bangalore,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures,3000000.0,Series A,2020,Technology
2020-03-08,Circle of Angels,2018,Gurugram,Karanpal Singh,Venture Catalysts,3000000.0,Series A,2020,FinTech
2020-03-09,Capital Float,2013,Bangalore,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Series A,2020,FinTech
2020-03-09,Decentro,2020,Bangalore,Rohit Taneja,Y Combinator,15500000.0,Series A,2020,FinTech
2020-03-09,Plop,2016,Mumbai,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",3000000.0,Angel Round,2020,Technology
2020-03-09,Bolo Indya,2019,Gurugram,"Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",400000.0,Series A,2020,Media/Entertainment
2020-03-09,SquadStack,2014,San Francisco,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati","Chiratae Ventures, Blume Ventures",5000000.0,Series A,2020,Technology
2020-03-10,Obviously AI,2018,Bangalore,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,3000000.0,Series A,2020,Technology
2020-03-10,Spinny,2015,Haryana,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020,Other
2020-03-10,INdwealth,2016,Gurugram,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,2020,FinTech
2020-03-10,Clover,2016,Bangalore,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020,Technology
2020-03-11,Zimyo,2018,Gurugram,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),3000000.0,Series A,2020,Technology
2020-03-11,FirstCry,2010,Pune,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,2020,E-Commerce
2020-03-11,Big Bang Boom Solutions,2018,Chennai,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020,Technology
2020-03-11,Kitchens Centre,2019,Delhi,Lakshay Jain,AngelList India,500000.0,Seed Round,2020,Technology
2020-03-11,ZipLoan,2015,Delhi,"Kshitj Puri, Shalabh Singhal",Stride Ventures,2000000.0,Series A,2020,FinTech
2020-03-12,Mintoak,2016,Mumbai,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Pre-series A,2020,FinTech
2020-03-12,Railofy,2019,Mumbai,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020,Other
2020-03-12,Peppermint,2020,Bangalore,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",3000000.0,Seed Round,2020,Technology
2020-03-12,Stack Finance,2019,Bangalore,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",3000000.0,Seed Round,2020,FinTech
2020-03-13,BuildPan,2019,Indore,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020,Technology
2020-03-13,GigIndia,2017,Pune,"Sahil Sharma, Aditya Shirole",Incubate Fund India,971000.0,Pre-series A,2020,Technology
2020-03-13,Myelin Foundry,2019,Bangalore,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,3000000.0,Series A,2020,Technology
2020-03-14,Dunzo,2014,Bangalore,Kabeer Biswas,Alteria Capital,11000000.0,Series A,2020,Logistics
2020-03-14,SugarBox,2016,Mumbai,Rohit Paranjpe,Zee Entertainment Enterprises Limited,68525000.0,Series A,2020,Technology
2020-03-14,Aesthetic Nutrition,2018,Bangalore,Divij Bajaj,DSG Consumer Partners,3000000.0,Pre-series A,2020,Consumables
2020-03-14,DeHaat,2012,Bangalore,Shashank Kumar,Sequoia Capital India,12000000.0,Series A,2020,Technology
2020-03-14,Ather Energy,2013,Bangalore,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series D,2020,Automotive
2020-03-14,Sarva,2016,Mumbai,Sarvesh Shashi,Shikhar Dhawan,3000000.0,Series A,2020,Wellness/Beauty
2020-03-15,PointOne Capital,2020,Bangalore,Mihir Jha,Venture Catalysts,3000000.0,Series A,2020,Finance
2020-03-15,Vedantu,2016,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,12500000.0,Series C,2020,Education
2020-03-15,Habbit Health,2019,Delhi,Dhruv Bhushan,"3one4 Capital, Angel list India",3000000.0,Pre seed Round,2020,Agriculture
2020-03-15,IPHM Services,2016,Mumbai,Dr. Sachin Bhavsar,Indian Angel Fund,3000000.0,Seed Round,2020,Healthcare
2020-03-16,Penny,2020,Riyadh,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",Venture Catalysts,1300000.0,Seed,2020,Technology
2020-03-16,MPL,2018,Bangalore,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",90000000.0,Series C,2020,Media/Entertainment
2020-03-16,Dunzo,2014,Bangalore,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,55000000.0,Series A,2020,Logistics
2020-03-18,Ripsey,2018,Mumbai,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures,133000.0,Series A,2020,Agriculture
2020-03-18,Cube Wealth,2018,Mumbai,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",500000.0,Mid series,2020,Technology
2020-03-18,Tamasha.live,2020,Mumbai,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",300000.0,Series A,2020,Gaming
2020-03-19,SoOLEGAL,2015,Delhi,Manish Kaul,Venture Catalysts,4000000.0,Series A,2020,Technology
2020-03-19,Rooter,2016,Delhi,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Pre-series A,2020,Gaming
2020-03-19,Humus,2019,Bangalore,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",3000000.0,Series A,2020,Technology
2020-03-20,Pristyn Care,2018,Gurugram,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",11000000.0,Series A,2020,Automotive
2020-03-20,Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures",11000000.0,Series B2,2020,Consumer Services
2020-03-20,Udacity,2011,California,"David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020,Education
2020-03-20,Purplle,2012,Mumbai,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Series A,2020,Wellness/Beauty
2020-03-21,Purple Style Labs,2015,Mumbai,Abhishek Agarwal,"Jitendra Gupta, Astarc Ventures.",43000.0,Series A,2020,Lifestyle
2020-03-21,CARS24,2015,Haryana,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",200000000.0,Series E,2020,Consumer Services
2020-03-21,Goodmylk,2017,Bangalore,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,2020,Consumables
2020-03-21,Krimanshi,2016,Jodhpur,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Series A,2020,Technology
2020-03-21,CYFIRMA,2016,Bangalore,Ritesh Kumar,Z3 Partners,3000000.0,Series A,2020,Technology
2020-03-21,Financepeer,2017,Mumbai,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",3000000.0,Pre-series A,2020,Education
2020-03-22,Mera Cashier,2019,Noida,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020,FinTech
2020-03-22,Trell,2016,Bangalore,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",11000000.0,Series A,2020,E-Commerce
2020-03-23,LAVAL,2016,Bangalore,"Shrishti, Prithika",Jazal Group,3000000.0,Pre-series A,2020,Wellness/Beauty
2020-03-23,GalaxyCard,2017,Gurugram,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Seed,2020,FinTech
2020-03-23,DMI Group,2008,Delhi,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,123000000.0,Series A,2020,Finance
2020-03-23,Captain Fresh,2019,Bangalore,Utham Gowda,Ankur Capital,2300000.0,Pre-series A,2020,Consumables
2020-03-23,Smallcase,2015,Bangalore,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",3000000.0,Series A,2020,FinTech
2020-03-24,Zomato,2008,Gurugram,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",660000000.0,Series A,2020,Consumables
2020-03-24,Zuper,2016,Seattle,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",1100000.0,Seed,2020,Technology
2020-03-24,Infeedo,2013,Gurugram,"Tanmaya Jain, Varun Puri",Y Combinator,700000.0,Series A,2020,Technology
2020-03-24,Shiprocket,2017,Bangalore,Saahil Goel,"Tribe Capital, Innoven Capital, BII",13000000.0,Series C,2020,Technology
2020-03-24,Railofy,2019,Mumbai,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Seed,2020,Logistics
2020-03-24,Fleeca India,2016,Jaipur,Tikam Jain,Bridgestone India,3000000.0,Series A,2020,Automotive
2020-03-25,Eduvanz,2016,Mumbai,"Varun Chopra, Raheel Shah",Sequoia India,5000000.0,Series A,2020,FinTech
2020-03-26,HaikuJAM,2016,Bangalore,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Series A,2020,Technology
2020-03-27,Eggoz,2016,Indore,"Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",1500000.0,Pre-series A,2020,Consumables
2020-03-27,Paper Boat,2013,Gurugram,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,Series A,2020,Consumables
2020-03-27,Zinier,2015,Bangalore,Arka Dhar,ICONIQ Capital,90000000.0,Series C,2020,Technology
2020-03-28,Super Surfaces,2016,Hyderabad,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020,Other
2020-03-29,Gully Network,2019,Bangalore,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1200000.0,Pre-series A,2020,E-Commerce
2020-03-29,Charcoal Eats,2015,Mumbai,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Series A,2020,Technology
2020-03-29,Blowhorn,2014,Bangalore,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,3000000.0,Series A,2020,Logistics
2020-03-30,Hopscotch,2011,Mumbai,Rahul Anand,"Marc Lore, Rise Capital",25000000.0,Series A,2020,E-Commerce
2020-03-30,Origa,2013,Andheri,Shrirang Tambe,"500 Startups, ah! Ventures",2000000.0,Debt,2020,FinTech
2020-03-30,Fasal,2018,Bangalore,"Ananda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI",20000.0,Series A,2020,Technology
2020-03-30,LoadShare,2017,Bangalore,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,2004000.0,Series B,2020,Logistics
2020-03-30,Vogo,2016,Bangalore,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020,Automotive
2020-03-31,Rapawalk,2017,Bangalore,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020,E-Commerce
2020-03-31,Credit Wise Capital,1994,Mumbai,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,6000000.0,Seed,2020,FinTech
2020-03-31,Zomato,2008,Haryana,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",100000000.0,Series A,2020,Consumables
2020-04-01,Hevo,2017,Bangalore,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",8000000.0,Series A,2020,Technology
2020-04-02,Sanfe,2016,Delhi,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Pre-series A,2020,Other
2020-04-02,SucSEED Indovation,2016,Hyderabad,Vikrant Varshney,Venture Catalysts,5000000.0,Series A,2020,FinTech
2020-04-03,Moneyboxx Finance,2019,Delhi,Prashant Agarwal,"BlackSoil, Caspian",1000000.0,Series A,2020,FinTech
2020-04-03,FabHotels,2015,Gurugram,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Series A,2020,Hospitality
2020-04-03,Wooden Street,2015,Jaipur,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,3000000.0,Series A,2020,E-Commerce
2020-04-04,WoodenStreet,2015,Rajastan,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",1000000.0,Series A,2020,Real Estate
2020-04-04,FanPlay,2018,Delhi,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal",3000000.0,Seed,2020,Gaming
2020-04-04,Slintel,2016,San Francisco,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners",4200000.0,Series A,2020,Other
2020-04-04,Prayaan Capital,2016,Chennai,"Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed Round,2020,FinTech
2020-04-04,CueMath,2011,Bangalore,Manan Khurma,"Sequoia Capital India, CapitalG",40000000.0,Series C,2020,Education
2020-04-05,Quintype Technologies,2014,Bangalore,Amit Rathore,"IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020,Technology
2020-04-05,ECOSTP,2017,Bangalore,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,19000000.0,Series A,2020,Other
2020-04-06,Nium,2016,Bangalore,Prajit Nanu,"VisaVentures, BRI Ventures",3000000.0,Series A,2020,FinTech
2020-04-06,FlexiLoans,2016,Mumbai,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Debt,2020,FinTech
2020-04-07,Yolo,2019,Gurugram,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,2020,Logistics
2020-04-08,CureFit,2016,Bangalore,"Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,2020,Wellness/Beauty
2020-04-08,Ola Financial Services,2016,Bangalore,Bhavish Aggarwal,Matrix Partners,27000000.0,Series A,2020,FinTech
2020-04-08,Avanse Financial Services,2012,Mumbai,Amit Gainda,International Finance Corporation,15000000.0,Series A,2020,FinTech
2020-04-08,Let's Dive,2020,Bangalore,"Nitesh Agrawal, Om Prakash",Surge,1700000.0,Series A,2020,Technology
2020-04-09,DaMENSCH,2018,Bangalore,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",6000000.0,Series A,2020,E-Commerce
2020-04-09,Freshokartz,2016,Rajastan,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Pre-series A,2020,Technology
2020-04-09,ConnectedH,2016,Gurugram,"Shubham Gupta, Suresh Singh",Venture Catalysts,3000000.0,Series A,2020,Automotive
2020-04-09,SUGAR cosmetics,2012,Mumbai,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",2000000.0,Debt,2020,Wellness/Beauty
2020-04-09,Finaureus Technologies,2017,Pune,"Arindam Ghosh, U R Bhatt",Pinetree Capital,3000000.0,Pre-series A,2020,FinTech
2020-04-10,Pepperfry,2013,Mumbai,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020,E-Commerce
2020-04-10,Chiratae Ventures,2018,Bangalore,"Vaishali Kulkarni, Arjun Singh Bajwa",Venture Catalysts,3000000.0,Seed Funding,2020,Finance
2020-04-10,Oye! Rickshaw,2016,Bangalore,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020,Technology
2020-04-10,HealthPlix,2016,Bangalore,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,2020,Healthcare
2020-04-10,Lido Learning,2016,Mumbai,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Series A,2020,Education
2020-04-11,Craftsvilla,2011,Mumbai,"Manoj Gupta, Monica Gupta",Supera Investments,409000.0,Series A,2020,E-Commerce
2020-04-11,Data Sutram,2018,Kolkata,"Rajit Bhattacharya, Aisik Paul, Ankit Das","Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,Series A,2020,Technology
2020-04-11,Stepathlon Lifestyle,2012,Mumbai,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",3000000.0,Series A,2020,Wellness/Beauty
2020-04-11,Servify,2015,Mumbai,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,2020,Other
2020-04-11,Multi Living,2016,Mumbai,Pankaj Singh,Lodha Ventures,6000000.0,Series A,2020,Real Estate
2020-04-12,Vogo,2016,Bangalore,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020,Automotive
2020-04-12,Protinus Fashion Networking Pvt Ltd,2015,Mumbai,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures,3000000.0,Pre-series A,2020,Lifestyle
2020-04-13,Phool.co,2017,Kanpur,Ankit Agarwal,Kaplan Foundation,1400000.0,Pre-series A,2020,Technology
2020-04-13,CHARGE+ZONE,2018,Gujarat,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Pre-series A,2020,Energy
2020-04-13,Pocket52,2017,Bangalore,Nitesh Salvi,Gameskraft,1750000.0,Series A,2020,Gaming
2020-04-13,Juicy Chemistry,2014,Bangalore,Pritesh Asher,Akya Ventures,650000.0,Series A,2020,Wellness/Beauty
2020-04-14,Knorish,2016,Delhi,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,323000.0,Pre-series A,2020,Education
2020-04-14,Dealberg,2016,Bangalore,Abhishek Emmanuel,Undisclosed,3000000.0,Series A,2020,E-Commerce
2020-04-14,FoodyBuddy,2015,Belgaum,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,600000.0,Series A,2020,Consumables
2020-04-14,Gamezop,2015,Gurugram,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",4300000.0,Series A,2020,Gaming
2020-04-14,Flickstree,2014,Mumbai,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts",40900.0,Series A,2020,Technology
2020-04-14,6Degree,2014,Mumbai,"Amit Bhardwaj, Nikhil Hegde.","Keiretsu Forum, SucSEED Venture Partners",340000.0,Series A,2020,Lifestyle
2020-04-14,Classplus,2018,Bangalore,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Pre-series A,2020,Education
2020-04-15,Mitron,2016,Bangalore,"Shivank Agarwal, Anish Khandelwal.",Nexus Venture Partners,5000000.0,Series A,2020,Media/Entertainment
2020-04-15,Brick&Bolt,2018,Bangalore,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre-series A,2020,Real Estate
2020-04-16,NEETprep,2016,Delhi,Kapil Gupta,IndiaQuotient,3000000.0,Series A,2020,Education
2020-04-16,Equiwatt,2015,Newcastle,"Johnson Fernandes, Ravneet Kaur",Rising Stars,300000.0,Series A,2020,Technology
2020-04-16,WorkIndia,2016,Bangalore,Kunal Patil,Xiaomi,6000000.0,Series A,2020,Technology
2020-04-17,Soxytoes,2016,Delhi,"Vidushi Kajaria, Aayush Goenka",Angel network,3000000.0,Series A,2020,E-Commerce
2020-04-17,Unotech,2011,Mumbai,Vikash Jha,Manish Choksi,2000000.0,Series A,2020,Technology
2020-04-17,Tattva,2018,Delhi,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",150000.0,Series A,2020,Wellness/Beauty
2020-04-17,Bombay Play,2016,Bangalore,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",1500000.0,Pre-series A,2020,Gaming
2020-04-18,Virohan,2018,Gurugram,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal","Keiretsu Forum, Elea Foundation",2800000.0,Seed Round,2020,Automotive
2020-04-18,Universal Sportsbiz,2012,Bangalore,Anjana Reddy,NB Ventures,530000.0,Series A,2020,Lifestyle
2020-04-18,Bambrew,2018,Bangalore,Vaibhav Anant,Upsparks,3000000.0,Pre-seed,2020,Consumer Services
2020-04-19,DailyHunt,2009,Bangalore,Virendra Gupta,Lupa India,35600000.0,Series A,2020,Media/Entertainment
2020-04-19,BLive,2018,Bangalore,"Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,3000000.0,Pre-series A,2020,Energy
2020-04-19,Bikayi,2019,Hyderabad,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,2000000.0,Seed Round,2020,E-Commerce
2020-04-19,ClassMonitor,2016,Indore,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,3000000.0,Series A,2020,Education
2020-04-19,Mitron,2016,Bangalore,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture",267000.0,Seed Round,2020,Media/Entertainment
2020-04-20,Fanspole,2015,Mumbai,"Aniket Shinde, Hardik Gondaliya",Better Capital,3000000.0,Pre-seed Round,2020,Gaming
2020-04-20,Grip Invest,2020,Gurugram,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,3000000.0,Pre-series A,2020,FinTech
2020-04-20,Vedantu,2011,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,100000000.0,Series D,2020,Education
2020-04-21,Sprinng Foods,2016,Mumbai,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Series A,2020,Consumables
2020-04-22,LetsUp,2015,Mumbai,Suhas raikar,Venture Catalysts,3000000.0,Series A,2020,Media/Entertainment
2020-04-22,Shuttl,2015,Delhi,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,2020,Logistics
2020-04-23,Delhivery,2011,Gurugram,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Steadview Capital, Canada Pension Plan Investment Board",3000000.0,Series A,2020,E-Commerce
2020-04-23,Finn,2019,Bangalore,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",3000000.0,Pre-series A,2020,FinTech
2020-04-24,Salesken,2016,Bangalore,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series A,2020,Technology
2020-04-24,Uolo,2013,Bangalore,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",2000000.0,Seed,2020,Education
2020-04-24,Vegrow,2020,Bangalore,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",2500000.0,Seed Round,2020,Technology
2020-04-24,Spyne,2016,Gurugram,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",3000000.0,Pre-series A,2020,Technology
2020-04-25,Legal Salah,2015,Kolkata,CA Abhinit Singh,I2I Capitals,1000000.0,Seed,2020,Technology
2020-04-25,Eloelo,2020,Bangalore,"Saurabh Pandey, Akshay Dubey",Venture Catalysts,450000.0,Seed,2020,Other
2020-04-26,Generic Aadhaar,2016,Bangalore,Arjun Deshpande,Ratan Tata,3000000.0,Series A,2020,Other
2020-04-26,Timios,2016,Bangalore,Aswani Chaitanya,Rangsons Technologies,3000000.0,Pre-series A,2020,Consumables
2020-04-26,Dot Pvt. Ltd,2016,Gurugram,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed Round,2020,FinTech
2020-04-28,CredoLab,2015,Singapore,Peter Barcak,"GB Group, Walden International",7000000.0,Series A,2020,Technology
2020-04-28,Excess2Sell,2016,Mumbai,Rajan Sharma,Gautham Madhavan,1000000.0,Series A,2020,E-Commerce
2020-04-29,NOTO,2016,Mumbai,"Ashni Sheth, Varun Sheth",WEH Ventures,3000000.0,Seed Round,2020,Consumables
2020-04-29,Aviom,2016,Delhi,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,2020,Finance
2020-04-29,Inflexor Ventures,2020,Mumbai,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",Venture Catalysts,10000000.0,Series A,2020,FinTech
2020-04-29,Zvesta,2015,Gurugram,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Series A,2020,Technology
2020-04-30,Picxy,2016,Hyderabad,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Series A,2020,Media/Entertainment
2020-05-01,Zetwerk,2018,Bangalore,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,Series A,2020,Marketing
2020-05-01,Remedo,2017,Delhi,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,3000000.0,Pre-series A,2020,Healthcare
2020-05-02,Zomato,2016,Gurugram,Deepinder Goyal,Pacific Horizon,5000000.0,Series A,2020,Consumables
2020-05-02,Drum Food,2016,Mumbai,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",5305000.0,Series A,2020,Consumables
2020-05-02,Muse Wearables,2018,Chennai,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",Dr. Bhaskar Rao Bollineni,3000000.0,Series A,2020,Technology
2020-05-03,VitalTech,2018,Texas,Anjan Panneer Selvam,Tech Mahindra,3000000.0,Seed,2020,Healthcare
2020-05-03,Xpressbees,2015,Pune,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",100000000.0,Series A,2020,E-Commerce
2020-05-03,Unacademy,2010,Bangalore,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020,Education
2020-05-04,iMerit,2012,Kolkata,Radha Basu,CDC Group Plc,20000000.0,Series B,2020,Technology
2020-05-05,Cuemath,2013,Bangalore,Manan Khurma,Trifecta Capital,2888000.0,Series B,2020,Education
